,売上高10%増フラグ,売上高成長率t+1,売上高t+1,売上高t,売上高t-1,売上高t-2,売上高成長率t,売上高成長率t-1,資産t,負債t,純資産t,営業利益t,当期純利益t,営業CFt,投資CFt,財務CFt,ROSt,ROAt,ROEt,ATt,LEVt,営業CF比率t,投資CF比率t,財務CF比率t,FCFt
エノモト,0,1.073944954,29265,27250,22999,22647,1.184834123,1.015542898,30174,11545,18628,2012,1545,3331,-2965,386,0.073834862,0.051203022,0.082939661,0.90309538,0.382614171,0.122238532,-0.108807339,0.014165138,366
古河電池,1,1.107557538,69538,62785,59958,64486,1.047149671,0.929783209,60681,26855,33826,3212,3837,4257,-808,-2075,0.051158716,0.063232313,0.113433454,1.034673127,0.442560274,0.067802819,-0.012869316,-0.033049295,3449
山一電機,1,1.187269419,46985,39574,27673,27008,1.430058179,1.024622334,45372,13378,31993,8375,6771,7637,-2283,-1774,0.211628847,0.149233007,0.211640046,0.872211937,0.29485145,0.19298024,-0.057689392,-0.044827412,5354
図研,1,1.113357882,35073,31502,28819,29296,1.093098303,0.983717914,59105,20489,38616,3904,3002,1247,4703,-765,0.123928639,0.050790965,0.077739797,0.532983673,0.346654259,0.039584788,0.149292108,-0.024284172,5950
日本電子,1,1.175430611,162689,138408,110439,117243,1.253252927,0.941966685,189562,103657,85904,14144,12278,22603,-648,5517,0.102190625,0.064770365,0.142926988,0.730146337,0.54682373,0.163307034,-0.00468181,0.039860413,21955
カシオ計算機,0,1.045612352,263831,252322,227440,280750,1.109400281,0.810115761,337275,118378,218897,22011,15889,16419,-6096,-19033,0.087233773,0.047109925,0.07258665,0.748119487,0.350983619,0.065071615,-0.024159606,-0.075431393,10323
ファナック,1,1.162273809,851956,733008,551287,508252,1.329630483,1.084672564,1783964,234085,1549879,183240,155273,125581,-53929,-89154,0.249983629,0.087038191,0.10018395,0.410887215,0.131216213,0.171322823,-0.073572185,-0.121627595,71652
日本ＣＭＫ,0,1.028888398,83840,81486,69967,82619,1.164634756,0.846863312,104865,50398,54466,3021,2785,2476,-6107,1574,0.037073853,0.026557955,0.051132817,0.777056215,0.480598865,0.030385588,-0.074945389,0.019316202,-3631
エンプラス,1,1.284124764,42240,32894,29437,31456,1.117437239,0.935815107,47061,5568,41493,3600,2528,4046,-1576,-2053,0.109442452,0.053717516,0.060925939,0.698965173,0.118314528,0.123001155,-0.047911473,-0.062412598,2470
大真空,0,0.930373311,38430,41306,33189,29881,1.244568984,1.1107058,81317,41086,40231,5194,3848,8762,-5176,382,0.125744444,0.047320978,0.095647635,0.507962665,0.505257203,0.212124147,-0.125308672,0.009248051,3586
ローム,1,1.123324575,507882,452124,359888,362885,1.256290846,0.991741185,1029132,188778,840353,71479,66827,92181,-55437,-16230,0.158096009,0.064935305,0.079522534,0.439325568,0.183434195,0.203884333,-0.122614592,-0.035897232,36744
新光電気工業,0,1.052984199,286358,271949,188059,148332,1.44608341,1.267824879,319461,117463,201997,71394,52628,67173,-42162,177,0.262527165,0.164739984,0.260538523,0.85127449,0.367691205,0.247005872,-0.155036422,0.000650857,25011
京セラ,1,1.101359589,2025332,1838938,1526897,1599053,1.204362835,0.954875792,3917265,1018992,2898273,148910,148414,201957,-79457,-111473,0.080976085,0.037887148,0.051207736,0.46944437,0.260128431,0.109822626,-0.043208091,-0.060618139,122500
太陽誘電,0,0.913818943,319504,349636,300920,282329,1.161890203,1.065848708,474522,174235,300286,68218,54361,67315,-50622,-14711,0.195111487,0.114559494,0.181030751,0.73681726,0.367180025,0.192528801,-0.144784862,-0.042075187,16693
村田製作所,0,0.930635286,1686796,1812521,1630193,1534045,1.111844426,1.062676127,2809171,545259,2263912,424060,314124,421458,-212300,-117505,0.233961427,0.11182089,0.138752743,0.645215617,0.194099612,0.232525858,-0.117129677,-0.064829594,209158
双葉電子工業,1,1.128643592,60326,53450,48826,57209,1.094703642,0.853467112,100435,13646,86788,-1863,-2668,-6071,1347,-1620,-0.034855005,-0.026564445,-0.030741577,0.532184995,0.13586897,-0.113582788,0.025201123,-0.0303087,-4724
日東電工,0,1.088567786,929036,853448,761321,741018,1.121009403,1.027398795,1094469,272363,822105,132260,97132,144489,-57594,-36639,0.154971363,0.08874806,0.118150358,0.779782707,0.24885401,0.169300297,-0.067483901,-0.042930559,86895
東海理化電機製作所,1,1.135072019,553124,487303,440061,500002,1.107353299,0.88011848,447834,162296,285538,9211,3569,14677,-26005,-6437,0.018901997,0.007969471,0.012499212,1.088133103,0.36240214,0.030118838,-0.053365155,-0.013209441,-11328
ニチコン,1,1.299068904,184725,142198,116073,119675,1.225073876,0.969901817,170112,75459,94652,6427,7902,5264,-5974,-2303,0.045197541,0.046451749,0.083484765,0.835908108,0.443584227,0.037018805,-0.042011843,-0.016195727,-710
日本ケミコン,1,1.153688817,161881,140316,110788,114599,1.266527061,0.966744911,156140,111424,44715,8798,-12124,5105,-5208,-218,0.062701331,-0.077648264,-0.271139439,0.898655053,0.713615986,0.036382166,-0.037116223,-0.001553636,-103
ＫＯＡ,1,1.155753984,75072,64955,50378,50020,1.289352495,1.007157137,94989,27885,67103,5721,4771,5971,-5920,1247,0.088076361,0.050226868,0.071099653,0.683816021,0.293560307,0.091925179,-0.09114002,0.019197906,51
三井Ｅ＆Ｓ,0,0.452740337,262301,579363,644686,786477,0.898674704,0.819713736,409150,346200,62949,-10029,-21825,-20265,-70923,806,-0.017310391,-0.053342295,-0.346709241,1.416016131,0.846144446,-0.034978071,-0.12241548,0.001391183,-91188
日立造船,1,1.115199967,492692,441797,408592,402450,1.081266887,1.015261523,461161,328234,132926,15541,7899,26858,943,-8759,0.035176789,0.017128508,0.05942404,0.958010326,0.711755764,0.060792626,0.002134464,-0.019825848,27801
ＩＨＩ,1,1.153495938,1352940,1172904,1112906,1263178,1.053911112,0.88103656,1879673,1472634,407039,81497,66065,114155,27926,-121489,0.069483095,0.035147071,0.162306315,0.623993641,0.783452228,0.097326806,0.02380928,-0.103579662,142081
コプロ・ホールディングス,1,1.205401244,18791,15589,14836,13122,1.05075492,1.130620332,8841,2266,6575,1621,962,824,-1264,-825,0.103983578,0.10881122,0.146311787,1.763262074,0.256305848,0.052857784,-0.081082815,-0.052921932,-440
フォーラムエンジニアリング,0,1.06825444,28751,26914,27728,32115,0.970643393,0.863397166,20768,8793,11974,1834,1248,1456,-838,-1405,0.068142974,0.06009245,0.104225823,1.295936055,0.423391757,0.054098239,-0.031136212,-0.052203314,618
Ｆａｓｔ　Ｆｉｔｎｅｓｓ　Ｊａ,1,1.129037184,14787,13097,11163,11333,1.173250918,0.984999559,21429,11766,9662,2945,1702,3346,-1467,-1755,0.224860655,0.079425078,0.176154005,0.61118111,0.549069019,0.255478354,-0.112010384,-0.134000153,1879
日本車両製造,0,1.041979537,97969,94022,99448,94634,0.945438822,1.050869666,132868,84849,48018,6237,5226,14507,-2637,-3571,0.066335538,0.03933227,0.108834187,0.707634645,0.638596201,0.154293676,-0.028046627,-0.037980473,11870
全国保証,0,1.02927808,50272,48842,47834,45203,1.021072877,1.058204101,415814,230987,184827,39470,27835,29282,-37955,-8501,0.808115966,0.066940988,0.150600291,0.117461173,0.555505587,0.599524999,-0.77709758,-0.174051022,-8673
ジェイリース,1,1.196245361,10960,9162,7601,6744,1.205367715,1.127075919,8832,6459,2372,1971,1340,1339,-288,-1131,0.215127701,0.151721014,0.564924115,1.03736413,0.731317935,0.146147129,-0.031434185,-0.123444663,1051
プレミアグループ,1,1.209450402,25263,20888,8272,5857,2.525145068,1.41232713,81800,71987,9814,3864,2941,1608,-1028,2797,0.184986595,0.035953545,0.299673935,0.255354523,0.880036675,0.076981999,-0.04921486,0.133904634,580
日産自動車,1,1.257829911,10596695,8424585,7862572,9878866,1.071479536,0.795898234,16371481,11341897,5029584,247307,215533,847187,-146835,-1092645,0.029355393,0.01316515,0.042853047,0.514589059,0.692783811,0.100561274,-0.017429345,-0.12969719,700352
いすゞ自動車,1,1.270949544,3195537,2514291,1908150,2079936,1.317658989,0.917408036,2856139,1461714,1394425,187197,126193,172056,-420867,186145,0.074453196,0.044183074,0.090498234,0.880311147,0.511779714,0.06843122,-0.167389932,0.074034788,-248811
トヨタ自動車,1,1.184030648,37154298,31379507,27214594,29866547,1.153039689,0.911206575,67688771,40533951,27154820,2995697,2850110,3722615,-577496,-2466516,0.095466669,0.042106098,0.104957794,0.46358512,0.59882829,0.118632042,-0.018403603,-0.078602765,3145119
日野自動車,0,1.032629858,1507336,1459706,1498442,1815597,0.97414915,0.825316411,1258350,742342,516007,33810,-84732,106711,-62181,-39147,0.023162198,-0.067335797,-0.164207075,1.160015894,0.589932849,0.073104447,-0.042598304,-0.026818414,44530
三菱自動車工業,1,1.205615847,2458141,2038909,1455476,2270276,1.400853741,0.641100906,1928443,1298142,630301,87331,74037,118114,-69123,-10234,0.042832221,0.038392112,0.117462926,1.057282481,0.673155494,0.057930001,-0.033901954,-0.005019351,48991
武蔵精密工業,1,1.246403413,301500,241896,204714,236355,1.181629004,0.866129339,259960,147690,112269,8413,5429,5805,-20131,14758,0.034779409,0.020883982,0.048357071,0.930512387,0.568125866,0.023997916,-0.083221715,0.06100969,-14326
新明和工業,0,1.038519899,225175,216823,209226,227231,1.036310019,0.920763452,221206,126945,94261,10569,6907,15998,-7221,-5203,0.048744829,0.031224289,0.073275268,0.98018589,0.573876839,0.073783685,-0.033303662,-0.023996532,8777
極東開発工業,0,0.967316739,113089,116910,117170,120173,0.997781002,0.975011026,154350,41338,113011,6974,14274,6867,10661,-1555,0.059652724,0.092478134,0.126306289,0.757434402,0.26781989,0.05873749,0.091189804,-0.01330083,17528
トピー工業,1,1.233492392,334496,271178,225121,263305,1.204587755,0.854981865,282195,168492,113703,-1706,386,-5528,-2609,3527,-0.006291071,0.001367848,0.003394809,0.96095962,0.59707649,-0.020385134,-0.009620987,0.013006217,-8137
ティラド,1,1.118519849,149413,133581,113046,130524,1.181651717,0.866093592,93756,47024,46732,5041,3600,7262,-5839,-3391,0.037737403,0.038397543,0.077035008,1.424772815,0.501557234,0.054364019,-0.043711306,-0.025385347,1423
曙ブレーキ工業,1,1.136430058,153984,135498,134003,193317,1.011156467,0.693177527,139674,90773,48901,4240,4154,5474,-2237,-1148,0.031291975,0.029740682,0.084947138,0.970101808,0.649891891,0.04039912,-0.016509469,-0.00847245,3237
タチエス,1,1.179203743,243436,206441,198500,282302,1.040005038,0.703147693,158997,79816,79181,-4203,-2059,-354,2006,-812,-0.020359328,-0.01294993,-0.026003713,1.298395567,0.501996893,-0.001714776,0.009717062,-0.003933327,1652
ＮＯＫ,0,1.040217903,709956,682507,596369,626815,1.14443742,0.951427455,857324,302969,554355,31337,25835,54999,-37972,-32070,0.045914547,0.030134465,0.046603711,0.796089926,0.35338915,0.080583789,-0.055636059,-0.046988529,17027
フタバ産業,1,1.237632796,708072,572118,466809,476165,1.225593337,0.980351349,309487,219473,90014,6115,3307,35468,-35547,-3451,0.010688355,0.010685425,0.03673873,1.848601072,0.70915095,0.061994204,-0.062132287,-0.006031972,-79
カヤバ,1,1.110322896,431205,388360,328037,381584,1.183890842,0.859671789,434187,273273,160914,30001,22549,24247,-10871,-32711,0.077250489,0.051933844,0.140130753,0.894453312,0.629390102,0.062434339,-0.027992069,-0.084228551,13376
大同メタル工業,1,1.110128432,115480,104024,84720,100159,1.227856468,0.84585509,166155,97460,68695,5042,1897,13207,-8072,-5076,0.048469584,0.01141705,0.027614819,0.626066023,0.586560741,0.126961086,-0.077597478,-0.048796432,5135
プレス工業,1,1.154841934,184844,160060,153725,205292,1.041209953,0.748811449,172617,69398,103219,12424,7107,15390,-10483,-594,0.077620892,0.041172075,0.068853603,0.927255137,0.402034562,0.096151443,-0.06549419,-0.003711108,4907
太平洋工業,1,1.162836227,191254,164472,150408,165969,1.093505665,0.906241527,245439,115056,130382,10756,9803,18317,-17189,-4059,0.06539715,0.039940678,0.075186759,0.670113552,0.468776356,0.1113685,-0.10451019,-0.024678973,1128
アイシン,1,1.123904832,4402823,3917434,3525799,3784585,1.11107695,0.931621036,4205801,2209292,1996508,182011,141941,193343,-204952,-135859,0.046461791,0.033748863,0.071094631,0.931435891,0.52529637,0.049354501,-0.05231792,-0.03468061,-11609
マツダ,1,1.226385895,3826752,3120349,2882066,3430285,1.082677843,0.840182667,2968148,1651451,1316697,104227,81557,189155,-136237,-86405,0.033402353,0.027477403,0.061940598,1.051278103,0.556391056,0.060619822,-0.043660821,-0.027690813,52918
本田技研工業,1,1.161827678,16907725,14552696,13170519,14931009,1.104944763,0.882091693,23973153,13200607,10772546,871232,707067,1679622,-376056,-615718,0.059867395,0.029494118,0.065636016,0.607041385,0.550641253,0.115416552,-0.025840985,-0.042309549,1303566
スズキ,1,1.300770658,4641644,3568380,3178209,3488433,1.122764425,0.911070673,4155153,1891481,2263672,191460,160345,221259,-153515,-154624,0.0536546,0.038589433,0.070834025,0.858784261,0.455213322,0.062005448,-0.043020923,-0.043331708,67744
ＳＵＢＡＲＵ,1,1.375274365,3774468,2744520,2830210,3344109,0.969723095,0.846327078,3543753,1642734,1901019,90452,70007,195651,-179723,-98502,0.032957311,0.019755045,0.036826039,0.774467069,0.463557703,0.071287875,-0.065484311,-0.035890429,15928
小糸製作所,1,1.136712768,864719,760719,706376,800928,1.076932115,0.881946942,855237,227922,627315,53434,38340,65707,-52151,-8491,0.070241443,0.044829679,0.06111762,0.889483266,0.266501566,0.086374864,-0.06855488,-0.011161809,13556
エクセディ,0,1.094004098,285639,261095,227420,263899,1.148074048,0.861769086,332785,96762,236023,18328,12477,28434,-15494,-10540,0.070196672,0.037492675,0.052863492,0.784575627,0.290764307,0.10890289,-0.059342385,-0.040368448,12940
ミツバ,1,1.115253314,319500,286482,269202,304224,1.064189716,0.884880877,342750,254549,88201,7187,83,11746,-6842,-12775,0.025087091,0.000242159,0.000941032,0.835833698,0.742666667,0.041000831,-0.023882827,-0.044592679,4904
豊田合成,1,1.146504096,951877,830243,721498,812937,1.150721139,0.887520189,859302,396508,462794,34172,23352,27658,-59427,2206,0.041159034,0.027175545,0.050458735,0.966183018,0.461430324,0.033313138,-0.071577839,0.002657053,-31769
愛三工業,1,1.242863263,240806,193751,181427,205489,1.067928147,0.882903708,201936,101046,100889,9809,6831,13544,-6955,-4128,0.050626835,0.033827549,0.067708075,0.959467356,0.500386261,0.069904155,-0.035896589,-0.021305696,6589
ヨロズ,1,1.261114078,160560,127316,118863,157680,1.071115486,0.753824201,133992,63613,70378,2096,876,14914,-4536,-13816,0.016462974,0.006537704,0.012447072,0.95017613,0.474752224,0.1171416,-0.035627887,-0.10851739,10378
エフ・シー・シー,1,1.280562201,218939,170971,146157,171060,1.169776336,0.854419502,195364,46832,148532,10051,8551,15456,-9627,-4202,0.058787748,0.043769579,0.057570086,0.875140763,0.239716632,0.090401296,-0.056307795,-0.024577267,5829
テイ・エス　テック,1,1.169283171,409200,349958,346149,359682,1.011003932,0.962375098,415985,90401,325583,22998,12416,20018,-17196,-23638,0.065716457,0.02984723,0.038134669,0.841275527,0.217317932,0.05720115,-0.049137325,-0.067545248,2822
ネットプロテクションズホールデ,0,1.03380158,18840,18224,17579,14877,1.036691507,1.181622639,53037,34394,18642,897,235,951,-767,3625,0.049220808,0.004430869,0.012605944,0.343609178,0.648490676,0.052183933,-0.042087357,0.198913521,184
ジャムコ,1,1.208480475,47225,39078,50058,91535,0.780654441,0.546872781,93651,82556,11095,-3174,-4081,6801,-646,-2570,-0.081222171,-0.043576684,-0.367823344,0.41727264,0.881528227,0.174036542,-0.01653104,-0.065765904,6155
小野建,1,1.179090407,262653,222759,202825,229290,1.09828177,0.884578481,170468,87193,83275,11756,8145,-5139,-5036,10455,0.052774523,0.047780229,0.097808466,1.306749654,0.511491893,-0.023069775,-0.022607392,0.046934131,-10175
ノジマ,1,1.108306533,626181,564989,523327,523968,1.079609881,0.998776643,326952,186851,140101,33166,25862,42895,9029,-19964,0.058702028,0.079100296,0.184595399,1.728048766,0.571493675,0.075921832,0.015980842,-0.035335201,51924
カッパ・クリエイト,0,1.048076065,70437,67206,64881,74814,1.035834836,0.867230732,31648,19921,11727,-2113,736,2577,306,-1400,-0.031440645,0.023255814,0.062761149,2.123546512,0.629455258,0.038344791,0.004553165,-0.020831473,2883
伯東,1,1.220000522,233624,191495,165413,153182,1.157678054,1.079846196,131490,69821,61668,7304,4970,872,-527,-379,0.038141988,0.037797551,0.080592852,1.45634649,0.530998555,0.004553644,-0.00275203,-0.001979164,345
コンドーテック,1,1.140733909,75447,66139,59562,60599,1.110422753,0.982887506,56009,23942,32066,3594,2284,1227,-2373,-22,0.054340102,0.04077916,0.071228092,1.18086379,0.427467014,0.018551838,-0.035878982,-0.000332633,-1146
松田産業,1,1.289160166,351028,272292,231559,210976,1.175907652,1.09756086,115797,41377,74420,12681,9558,7032,-2521,-2261,0.046571328,0.082540998,0.128433217,2.351459882,0.357323592,0.025825217,-0.009258443,-0.008303586,4511
第一興商,1,1.352041947,128156,94787,93316,146297,1.015763642,0.637853134,180389,75229,105160,-289,5196,18165,-9297,-8487,-0.003048941,0.028804417,0.049410422,0.525458869,0.417037624,0.191640204,-0.09808307,-0.089537595,8868
メディパルホールディングス,0,1.020993211,3360008,3290921,3211125,3253079,1.024849858,0.987103295,1709474,1060384,649089,45624,29423,61216,-24343,-16471,0.013863596,0.017211727,0.045329685,1.925107372,0.620298408,0.01860148,-0.007397017,-0.005004982,36873
ＳＰＫ,1,1.146982343,54695,47686,41902,43860,1.138036371,0.955357957,30014,9790,20223,2034,1625,536,-592,-1194,0.042654028,0.054141401,0.080354052,1.588791897,0.326181115,0.011240196,-0.012414545,-0.025038795,-56
萩原電気ホールディングス,1,1.174048615,186001,158427,127830,128206,1.239356958,0.99706722,82482,43113,39369,4356,2876,-4905,-171,3564,0.027495313,0.034868214,0.073052402,1.920746345,0.522695861,-0.030960632,-0.001079361,0.022496165,-5076
アルビス,0,1.027425381,94593,92068,94216,87321,0.977201325,1.078961533,48463,19012,29450,2451,2105,4210,-2147,-1060,0.026621627,0.043435198,0.07147708,1.899758579,0.39229928,0.045727071,-0.02331972,-0.011513229,2063
アズワン,0,1.05137199,91421,86954,81606,70389,1.065534397,1.159357286,96105,29950,66154,9341,7202,8840,591,-5162,0.107424615,0.074938869,0.108867189,0.904781229,0.311638312,0.101662948,0.006796697,-0.059364722,9431
